haz_type,unit,tot_value,aai_agg,event_id,event_name,event_date,event_frequency,frequency_unit,at_event,eai_exp,exp_lat,exp_lon,exp_crs
max_temp,days,1711,148131.4117647111,1,1,1.0,0.058823529411764705,1/year,0.0,88.64705882353252,50.040447,-5.1776547,"GEOGCRS[""WGS 84"",ENSEMBLE[""World Geodetic System 1984 ensemble"",MEMBER[""World Geodetic System 1984 (Transit)""],MEMBER[""World Geodetic System 1984 (G730)""],MEMBER[""World Geodetic System 1984 (G873)""],MEMBER[""World Geodetic System 1984 (G1150)""],MEMBER[""World Geodetic System 1984 (G1674)""],MEMBER[""World Geodetic System 1984 (G1762)""],MEMBER[""World Geodetic System 1984 (G2139)""],MEMBER[""World Geodetic System 1984 (G2296)""],ELLIPSOID[""WGS 84"",6378137,298.257223563,LENGTHUNIT[""metre"",1]],ENSEMBLEACCURACY[2.0]],PRIMEM[""Greenwich"",0,ANGLEUNIT[""degree"",0.0174532925199433]],CS[ellipsoidal,2],AXIS[""geodetic latitude (Lat)"",north,ORDER[1],ANGLEUNIT[""degree"",0.0174532925199433]],AXIS[""geodetic longitude (Lon)"",east,ORDER[2],ANGLEUNIT[""degree"",0.0174532925199433]],USAGE[SCOPE[""Horizontal component of 3D system.""],AREA[""World.""],BBOX[-90,-180,90,180]],ID[""EPSG"",4326]]"
,,,,2,2,1.0,0.058823529411764705,,0.0,81.94117647059096,50.138527,-5.520136,
,,,,3,3,1.0,0.058823529411764705,,0.0,91.52941176470915,50.143494,-5.3524895,
,,,,4,4,1.0,0.058823529411764705,,0.0,88.17647058823837,50.148216,-5.1847973,
,,,,5,5,1.0,0.058823529411764705,,0.0,85.52941176470881,50.25124,-5.360052,
,,,,6,6,1.0,0.058823529411764705,,0.0,89.76470588235611,50.255985,-5.1919837,
,,,,7,7,1.0,0.058823529411764705,,0.0,105.47058823529818,50.260483,-5.023871,
,,,,8,8,1.0,0.058823529411764705,,0.0,115.52941176471052,50.28517,-3.8460495,
,,,,9,9,1.0,0.058823529411764705,,0.0,89.11764705882666,50.363747,-5.1992135,
,,,,10,10,1.0,0.058823529411764705,,0.0,102.52941176470978,50.368263,-5.0307217,
,,,,11,11,1.0,0.058823529411764705,,0.0,99.29411764706254,50.37254,-4.862188,
,,,,12,12,1.0,0.058823529411764705,,0.0,109.17647058823957,50.376568,-4.6936145,
,,,,13,13,1.0,0.058823529411764705,,0.0,107.8235294117689,50.380352,-4.525004,
,,,,14,14,1.0,0.058823529411764705,,0.0,112.70588235294565,50.39024,-4.018973,
,,,,15,15,1.0,0.058823529411764705,,0.0,111.82352941176913,50.393047,-3.8502367,
,,,,16,16,1.0,0.058823529411764705,,0.0,119.52941176471074,50.39561,-3.681475,
,,,,17,17,1.0,0.058823529411764705,,0.0,92.41176470588567,50.476044,-5.037614,
,,,,18,18,1.0,0.058823529411764705,,0.0,105.41176470588641,50.48033,-4.868698,
,,,,19,19,1.0,0.058823529411764705,,0.0,104.41176470588636,50.484375,-4.699743,
,,,,20,20,1.0,0.058823529411764705,,0.0,98.64705882353309,50.488174,-4.53075,
,,,,21,21,1.0,0.058823529411764705,,0.0,112.2352941176515,50.49173,-4.3617215,
,,,,22,22,1.0,0.058823529411764705,,0.0,119.17647058824014,50.495037,-4.1926603,
,,,,23,23,1.0,0.058823529411764705,,0.0,90.94117647059147,50.498104,-4.023569,
,,,,24,24,1.0,0.058823529411764705,,0.0,93.05882352941512,50.50092,-3.8544493,
,,,,25,25,1.0,0.058823529411764705,,0.0,124.29411764706396,50.50349,-3.6853037,
,,,,26,26,1.0,0.058823529411764705,,0.0,123.76470588235804,50.505817,-3.5161347,
,,,,27,27,1.0,0.058823529411764705,,0.0,97.00000000000358,50.588123,-4.8752484,
,,,,28,28,1.0,0.058823529411764705,,0.0,88.47058823529721,50.592186,-4.7059083,
,,,,29,29,1.0,0.058823529411764705,,0.0,86.70588235294417,50.595997,-4.5365305,
,,,,30,30,1.0,0.058823529411764705,,0.0,114.11764705882808,50.599567,-4.367117,
,,,,31,31,1.0,0.058823529411764705,,0.0,111.58823529412206,50.602886,-4.1976705,
,,,,32,32,1.0,0.058823529411764705,,0.0,72.23529411764923,50.60596,-4.0281935,
,,,,33,33,1.0,0.058823529411764705,,0.0,81.88235294117919,50.60879,-3.8586879,
,,,,34,34,1.0,0.058823529411764705,,0.0,112.0588235294162,50.611374,-3.689156,
,,,,35,35,1.0,0.058823529411764705,,0.0,118.70588235294599,50.61371,-3.5196009,
,,,,36,36,1.0,0.058823529411764705,,0.0,118.00000000000477,50.62362,-1.9929308,
,,,,37,37,1.0,0.058823529411764705,,0.0,77.17647058823775,50.69999,-4.712112,
,,,,38,38,1.0,0.058823529411764705,,0.0,95.58823529412115,50.70382,-4.5423465,
,,,,39,39,1.0,0.058823529411764705,,0.0,112.11764705882797,50.707397,-4.3725457,
,,,,40,40,1.0,0.058823529411764705,,0.0,107.58823529412183,50.71073,-4.2027116,
,,,,41,41,1.0,0.058823529411764705,,0.0,88.41176470588545,50.71382,-4.032846,
,,,,42,42,1.0,0.058823529411764705,,0.0,97.47058823529773,50.71666,-3.8629522,
,,,,43,43,1.0,0.058823529411764705,,0.0,115.58823529412228,50.71925,-3.6930323,
,,,,44,44,1.0,0.058823529411764705,,0.0,130.52941176471137,50.721596,-3.5230882,
,,,,45,45,1.0,0.058823529411764705,,0.0,127.47058823529943,50.723694,-3.353123,
,,,,46,46,1.0,0.058823529411764705,,0.0,125.64705882353462,50.728497,-2.8431218,
,,,,47,47,1.0,0.058823529411764705,,0.0,121.6470588235344,50.729603,-2.6730945,
,,,,48,48,1.0,0.058823529411764705,,0.0,126.11764705882877,50.730457,-2.5030577,
,,,,49,49,1.0,0.058823529411764705,,0.0,132.05882352941734,50.731068,-2.333014,
,,,,50,50,1.0,0.058823529411764705,,0.0,136.23529411765287,50.73143,-2.1629653,
,,,,51,51,1.0,0.058823529411764705,,0.0,136.29411764706464,50.731544,-1.9929146,
,,,,52,52,1.0,0.058823529411764705,,0.0,126.4117647058876,50.72952,-1.312736,
,,,,53,53,1.0,0.058823529411764705,,0.0,98.17647058823894,50.811634,-4.5481987,
,,,,54,54,1.0,0.058823529411764705,,0.0,105.29411764706288,50.81523,-4.378008,
,,,,55,55,1.0,0.058823529411764705,,0.0,110.35294117647493,50.818577,-4.207783,
,,,,56,56,1.0,0.058823529411764705,,0.0,114.11764705882808,50.821674,-4.0375276,
,,,,57,57,1.0,0.058823529411764705,,0.0,111.11764705882791,50.824528,-3.867243,
,,,,58,58,1.0,0.058823529411764705,,0.0,120.64705882353434,50.82713,-3.696932,
,,,,59,59,1.0,0.058823529411764705,,0.0,127.05882352941705,50.82948,-3.526597,
,,,,60,60,1.0,0.058823529411764705,,0.0,127.64705882353473,50.831585,-3.3562405,
,,,,61,61,1.0,0.058823529411764705,,0.0,116.70588235294588,50.833443,-3.1858644,
,,,,62,62,1.0,0.058823529411764705,,0.0,127.82352941177004,50.83505,-3.015472,
,,,,63,63,1.0,0.058823529411764705,,0.0,126.29411764706407,50.836407,-2.8450649,
,,,,64,64,1.0,0.058823529411764705,,0.0,123.82352941176981,50.837517,-2.674646,
,,,,65,65,1.0,0.058823529411764705,,0.0,124.23529411765219,50.83838,-2.5042171,
,,,,66,66,1.0,0.058823529411764705,,0.0,127.47058823529943,50.83899,-2.3337815,
,,,,67,67,1.0,0.058823529411764705,,0.0,134.3529411764763,50.83935,-2.163341,
,,,,68,68,1.0,0.058823529411764705,,0.0,139.05882352941774,50.839466,-1.9928982,
,,,,69,69,1.0,0.058823529411764705,,0.0,139.2941176470648,50.839333,-1.8224555,
,,,,70,70,1.0,0.058823529411764705,,0.0,136.70588235294701,50.838947,-1.6520153,
,,,,71,71,1.0,0.058823529411764705,,0.0,138.4117647058883,50.838314,-1.4815801,
,,,,72,72,1.0,0.058823529411764705,,0.0,134.5294117647116,50.833298,-0.7999368,
,,,,73,73,1.0,0.058823529411764705,,0.0,121.05882352941671,50.8243,-0.118565544,
,,,,74,74,1.0,0.058823529411764705,,0.0,127.47058823529943,50.818306,0.22196989,
,,,,75,75,1.0,0.058823529411764705,,0.0,81.00000000000267,50.91945,-4.5540867,
